Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-04-03,108.15907669864079,108.27136213839466,106.70797240148475,107.01028442382812,3595400,0.0,0
2019-04-04,107.11392244237457,107.82219905072172,106.7165971830488,107.7962875366211,3715400,0.0,0
2019-04-05,108.1849907773763,109.38560611589665,108.14180052034429,109.1955795288086,5551400,0.0,0
2019-04-08,109.49787767235154,109.99021622650385,109.03145722307644,109.4201431274414,5483100,0.0,0
2019-04-09,109.08327716721419,109.08327716721419,108.07268857252757,108.43546295166016,4143400,0.0,0
2019-04-10,108.95371325529764,109.32512700332765,108.08132159784911,108.39227294921875,3970000,0.0,0
2019-04-11,108.26271736428815,109.05737454179967,107.75310663633803,108.82415771484375,3248300,0.0,0
2019-04-12,105.01499909164039,105.37777345145305,102.78651672723699,103.4429702758789,42693700,0.0,0
2019-04-15,103.66755705951853,104.5313094337818,103.07157240241406,103.77120971679688,13369100,0.0,0
2019-04-16,104.02168333689298,104.79042230928721,103.7020926332377,104.66085815429688,11942900,0.0,0
2019-04-17,105.55054155549956,105.84422080078765,103.69347915138951,103.88349914550781,11898100,0.0,0
2019-04-18,104.09942336691975,104.35855169056879,102.8728966934493,103.52935028076172,9546500,0.0,0
2019-04-22,104.32399979379827,105.38641800254152,104.03895995853703,105.2914047241211,7946200,0.0,0
2019-04-23,105.14457529861998,105.61963513190535,104.81634519172049,105.39505767822266,9079200,0.0,0
2019-04-24,104.81633870313426,104.88544046766776,102.00050440251047,102.16461944580078,22115000,0.0,0
2019-04-25,101.96596706292459,102.52740081579768,101.40452672014408,101.8364028930664,10636400,0.0,0
2019-04-26,102.26828171563001,102.35465563447083,99.8929627030157,101.14540100097656,11626700,0.0,0
2019-04-29,101.06765252636241,102.01777868252266,100.79988484796777,101.68091583251953,9404000,0.0,0
2019-04-30,104.60039817989949,105.30867477500067,103.34796002914109,103.70209503173828,21431500,0.0,0
2019-05-01,103.47753899361328,103.77121164315874,101.71548332661729,101.7586669921875,10097000,0.0,0
2019-05-02,101.30086929841504,102.3373760185885,100.43711699322404,100.52349090576172,9495600,0.0,0
2019-05-03,101.6550096708296,102.3978371714555,101.15403175833174,101.29222869873047,7364900,0.0,0
2019-05-06,101.4908864499313,103.51206349352374,101.46497493756317,102.26826477050781,11035000,0.0,0
2019-05-07,101.31814119782143,102.15597534179688,100.62713676433543,102.15597534179688,9165200,0.0,0
2019-05-08,102.24237271291699,102.33738600295037,101.40453184075416,101.49090576171875,6229000,0.0,0
2019-05-09,104.61767633817084,105.65417641653248,103.52934664295638,104.67813873291016,16496300,0.0,0
2019-05-10,104.6608791628969,105.61100550703401,103.50345408310815,105.36915588378906,8787900,0.0,0
2019-05-13,105.30005147336254,105.6023634759337,103.65892070095244,104.03033447265625,7701200,0.0,0
2019-05-14,104.22898510825235,105.59371527995124,104.09078817144733,105.06682586669922,6858500,0.0,0
2019-05-15,104.68677375056757,105.80101498309422,104.40174050635925,105.49870300292969,6945000,0.0,0
2019-05-16,105.53358959132072,106.02205441255916,105.13235514673646,105.36786651611328,8543300,1.19,0
2019-05-17,104.72240748048067,105.63827329488956,104.56540210243185,105.12364196777344,6870900,0.0,0
2019-05-20,105.28936555885565,105.72549084407405,105.14108455901989,105.40275573730469,4569700,0.0,0
2019-05-21,105.5684945052373,106.36224578650702,105.45510431708918,105.8388900756836,4859400,0.0,0
2019-05-22,105.45508822359567,105.92610429860845,104.966623411688,105.16724395751953,5763300,0.0,0
2019-05-23,103.6320829055743,103.68442246238052,101.9311970410982,102.81217193603516,11000200,0.0,0
2019-05-24,103.18724157878944,103.7367570234676,102.38476602411303,103.54486083984375,4890800,0.0,0
2019-05-28,103.69314354853162,104.07693592212316,103.07384645325489,103.19596099853516,8145100,0.0,0
2019-05-29,102.08820302058714,102.36732292451913,101.02405630723915,101.85269165039062,7451300,0.0,0
2019-05-30,101.65208796040339,101.8265354223462,100.17798228443341,100.64027404785156,5807900,0.0,0
2019-05-31,99.62846785531433,100.48326974461578,99.19234254104995,99.30573272705078,6899800,0.0,0
2019-06-03,100.04714391884235,101.26829612348808,99.84653000196315,101.17234802246094,6100800,0.0,0
2019-06-04,101.70441541844015,102.64644763384057,101.43401987049407,102.31499481201172,5235600,0.0,0
2019-06-05,102.81218123208544,102.95173786845254,101.41657493995051,102.62028503417969,5105700,0.0,0
2019-06-06,103.1087314107582,105.68187439368548,103.02150769119561,105.26319122314453,7370100,0.0,0
2019-06-07,105.31552076117356,106.51923067882937,105.1323489595179,105.96099090576172,5343100,0.0,0
2019-06-10,106.58901260718555,107.07747743151654,106.16161170879644,106.66751861572266,5708800,0.0,0
2019-06-11,107.60956050472113,107.72295068868557,105.67316307940433,105.69060516357422,5625100,0.0,0
2019-06-12,105.00153854009653,105.17599267571765,104.286293220912,104.8358154296875,4000100,0.0,0
2019-06-13,105.7516666967523,106.31863094888271,105.0713122560935,105.46382904052734,3993300,0.0,0
2019-06-14,105.54231664823469,105.68187993064151,104.99280119693091,105.3765869140625,3366800,0.0,0
2019-06-17,105.29810097783718,106.27501746020769,105.00153229230011,105.88250732421875,4219100,0.0,0
2019-06-18,106.3709378010836,108.04566369254555,106.29243845627302,107.22574615478516,4884300,0.0,0
2019-06-19,106.85941937094181,107.70550349000156,106.60646590665378,107.19087219238281,3847100,0.0,0
2019-06-20,108.42945624485391,108.76963340345672,107.81015919573743,108.40328979492188,7771700,0.0,0
2019-06-21,108.85687044521724,110.07801588181222,108.3596879018197,108.97026062011719,14287900,0.0,0
2019-06-24,108.63009993732916,109.36278731055265,108.52542746054958,108.95283508300781,5542600,0.0,0
2019-06-25,108.89176030041514,109.1272716860237,107.71422333660395,107.84506225585938,4713300,0.0,0
2019-06-26,108.65625467132377,108.92665022207089,108.05439964057041,108.09801483154297,5054800,0.0,0
2019-06-27,108.0892875460677,108.33351663753933,107.19087053612121,107.38276672363281,3551700,0.0,0
2019-06-28,107.64445249166661,108.57776039133218,107.39149901263185,108.5428695678711,7048300,0.0,0
2019-07-01,109.34532815755986,109.76400468983846,108.47307761811203,108.89175415039062,5526900,0.0,0
2019-07-02,108.63879425405979,108.78707523075268,106.7547301216936,107.22574615478516,5747700,0.0,0
2019-07-03,107.22575842359599,107.60955078811966,106.70240943408228,107.59210205078125,2725800,0.0,0
2019-07-05,107.40891862253268,107.9322675554541,106.97279340264105,107.75782012939453,3458900,0.0,0
2019-07-08,107.86250496289524,108.23756630651442,107.65316004189502,107.81016540527344,3505200,0.0,0
2019-07-09,108.07184250643584,108.28118077129264,107.34787296599109,107.59210205078125,3955600,0.0,0
2019-07-10,108.25502048290522,109.57212072771196,108.25502048290522,109.41511535644531,4743500,0.0,0
2019-07-11,109.62445761235143,109.62445761235143,108.68242535055775,109.4063949584961,3548000,0.0,0
2019-07-12,109.36278320650217,110.12164366150125,109.14472054578633,109.88613891601562,3974400,0.0,0
2019-07-15,109.95590189668077,110.25247054331994,109.26682316553423,109.65933990478516,3739200,0.0,0
2019-07-16,109.46744689801457,109.7116759936655,108.38585805095607,108.82198333740234,4697600,0.0,0
2019-07-17,108.73477066490871,109.27556181604227,108.21141494417446,108.28119659423828,3874200,0.0,0
2019-07-18,108.26373909421507,109.07493236015998,107.60082682248482,108.752197265625,5770700,0.0,0
2019-07-19,108.75218955278459,109.38893532799386,108.68240791760546,109.06620025634766,4880900,0.0,0
2019-07-22,109.3540592263266,109.68551205591699,108.56903236177682,109.30171966552734,3275800,0.0,0
2019-07-23,109.24066743746629,110.09547598608056,108.83943294476789,109.74657440185547,4295300,0.0,0
2019-07-24,109.79018172747674,110.72348957191694,109.60700990620272,110.37458801269531,4796900,0.0,0
2019-07-25,110.7758190759159,110.7758190759159,109.31916226473325,109.5808334350586,4586800,0.0,0
2019-07-26,109.24066634878608,109.24939071835941,107.54850466248621,107.91484832763672,6971700,0.0,0
2019-07-29,107.70550748174199,108.71731472164959,107.61827709756969,108.35969543457031,4377500,0.0,0
2019-07-30,108.24630440738191,108.81326866121486,107.61828287419736,108.45564270019531,3871700,0.0,0
2019-07-31,107.90611572746397,108.76092420235832,106.83325126782164,107.38276672363281,7199500,0.0,0
2019-08-01,106.41455100089836,107.94098923246862,104.94044566489288,105.31551361083984,7928400,0.0,0
2019-08-02,106.22268291862522,106.88559527487014,102.77729551865428,105.30682373046875,9026200,0.0,0
2019-08-05,103.96356172467075,105.14982319378501,102.44584073478524,103.571044921875,8620300,0.0,0
2019-08-06,103.55358294798216,104.26010374067968,102.6202751564306,104.12926483154297,6788000,0.0,0
2019-08-07,102.5330634392183,104.4956273418042,102.00970774140009,103.88504791259766,6853700,0.0,0
2019-08-08,104.22522005249233,107.57466574374622,104.1641627780167,107.48744201660156,8868100,0.0,0
2019-08-09,107.38276166339952,108.06311600179383,106.31861496806756,106.7809066772461,5051700,0.0,0
2019-08-12,107.29554157879792,107.4089317541252,105.46381676225873,106.02205657958984,3936500,0.0,0
2019-08-13,105.55103456319124,107.02513337870441,104.93173750855075,106.7547378540039,5806400,0.0,0
2019-08-14,104.68751417956987,105.18469675583441,102.64645096798198,102.69878387451172,7175600,0.0,0
2019-08-15,102.262665709689,102.7860147757361,100.71006059669332,102.00971221923828,6272600,0.0,0
2019-08-16,102.57368600035737,102.79399030588944,101.65721928256555,102.05376434326172,6239100,1.19,0
2019-08-19,103.2169680986326,103.82501011735235,103.06716278835934,103.3755874633789,6443700,0.0,0
2019-08-20,103.21696392853525,103.26984153008347,101.92158034578826,102.33574676513672,5150900,0.0,0
2019-08-21,103.79856996454254,104.17749361183559,103.39321087818425,103.87787628173828,4578400,0.0,0
2019-08-22,104.5652369216245,104.63572918852826,103.49895818567768,103.7457046508789,4362100,0.0,0
2019-08-23,102.64418122742255,104.03649927772786,100.7671843103059,101.49859619140625,7653400,0.0,0
2019-08-26,102.15070005937933,102.41506791860192,101.50741524410707,101.99208068847656,3966400,0.0,0
2019-08-27,102.45912689301169,103.12885388676094,101.37523343842885,102.07139587402344,4237100,0.0,0
2019-08-28,102.58249659392246,103.27865225954004,102.11544583450356,102.95260620117188,4153500,0.0,0
2019-08-29,103.26984948041671,103.84263530219953,102.73230643150804,103.5606460571289,4467300,0.0,0
2019-08-30,103.966011060952,104.8472282850812,103.30509814285509,103.73689270019531,4881100,0.0,0
2019-09-03,102.01850550399706,102.51199167493643,100.94342623891349,102.45911407470703,5672500,0.0,0
2019-09-04,103.52539867161958,104.45948674370581,103.25221677036232,103.32271575927734,4595600,0.0,0
2019-09-05,103.9924498986395,104.92653803531702,103.33153695895544,103.66639709472656,5394300,0.0,0
2019-09-06,103.54303388745257,104.37138030996164,103.44609944553535,104.21276092529297,4578200,0.0,0
2019-09-09,104.63573405598481,105.420016868185,104.4947427924649,105.20852661132812,5048000,0.0,0
2019-09-10,105.94875978010964,108.64528258815358,105.66677051079233,107.37632751464844,8728800,0.0,0
2019-09-11,107.69356340947355,108.37210448273319,106.07212683495189,106.87403106689453,5509500,0.0,0
2019-09-12,105.7813134321259,107.66711770115667,105.35832621818881,106.99739074707031,5818300,0.0,0
2019-09-13,107.72881458423755,107.79049952611626,106.83878323156962,107.06790161132812,4885400,0.0,0
2019-09-16,110.02876962063517,110.3900651420867,108.36326980956494,109.37667083740234,10683900,0.0,0
2019-09-17,109.37668652497311,109.81729514608429,108.00198305536153,109.17400360107422,7246500,0.0,0
2019-09-18,108.87439335603862,109.45599324194974,108.4073425685375,109.42955780029297,4801500,0.0,0
2019-09-19,109.94946600302279,110.12571347517931,108.7598241393692,108.97132110595703,4034500,0.0,0
2019-09-20,109.27093586687492,109.99353372222971,108.98013256915614,109.55292510986328,10420700,0.0,0
2019-09-23,108.87439913788553,110.15216152228226,108.87439913788553,110.06404113769531,4705500,0.0,0
2019-09-24,109.86134899338195,109.90541254355908,108.5835867160913,109.04181671142578,6232100,0.0,0
2019-09-25,108.81270640453548,109.40312033445969,108.3104128528881,108.83914184570312,3762500,0.0,0
2019-09-26,108.61883405053898,108.83032429624298,105.79012764281589,105.8870620727539,7834400,0.0,0
2019-09-27,105.31427050626313,105.96636935829265,104.38017569318976,104.51235961914062,6850700,0.0,0
2019-09-30,104.45948873802178,105.23495746143111,104.34493292121303,104.51235961914062,6108300,0.0,0
2019-10-01,105.10277426632402,105.27020768856963,102.115448445569,102.23001098632812,7116600,0.0,0
2019-10-02,101.39285012444888,101.43691367425092,98.36146749100526,98.9518814086914,9702400,0.0,0
2019-10-03,98.7492017679755,99.74498155204432,97.30400603215487,99.70973205566406,5315300,0.0,0
2019-10-04,100.10627954696227,100.45876779614096,99.18100545641663,100.32658386230469,4757300,0.0,0
2019-10-07,100.42349752046046,101.11965981967928,99.78021281772783,99.80664825439453,4694000,0.0,0
2019-10-08,98.79326889304815,99.357247409226,98.35266025708705,98.44078063964844,5323900,0.0,0
2019-10-09,99.21624033115928,100.9081824478782,98.96069326208374,99.70091247558594,4601700,0.0,0
2019-10-10,100.04459531939132,101.15493095910008,99.84191911280061,100.97868347167969,3555500,0.0,0
2019-10-11,101.94802679313815,103.1288546924821,101.65722348425943,102.35338592529297,5134200,0.0,0
2019-10-14,101.85109276472679,102.56487659560199,101.73653021783775,102.37982177734375,2571300,0.0,0
2019-10-15,102.0890028058493,103.64876088541453,102.04494598339656,102.4943618774414,3742700,0.0,0
2019-10-16,102.42387822199527,102.80280188732026,101.41047709629787,101.4369125366211,3608900,0.0,0
2019-10-17,101.87752534661311,102.27407041415407,101.26948330143995,101.64840698242188,3722400,0.0,0
2019-10-18,101.46335096732406,101.85108869856896,101.1108627319336,101.1108627319336,5679900,0.0,0
2019-10-21,101.82465515957985,102.88211316235096,101.82465515957985,102.75874328613281,3926300,0.0,0
2019-10-22,102.77635907746635,104.47710853348636,102.65298920796468,103.80738830566406,4095000,0.0,0
2019-10-23,103.45490344387822,104.00125381994845,102.90854634465413,103.96601104736328,4148500,0.0,0
2019-10-24,104.39780820165507,104.69741883815912,103.37559296925623,103.613525390625,3873900,0.0,0
2019-10-25,103.78093887955613,104.73265499752627,103.71044661845526,104.57403564453125,3369100,0.0,0
2019-10-28,104.93533751522102,105.31426115026838,103.66638269587116,104.40660858154297,5076300,0.0,0
2019-10-29,103.9571914259702,104.92652897584904,103.71045169216323,104.09818267822266,4548400,0.0,0
2019-10-30,104.14225971974354,104.14225971974354,101.79821849855958,102.53844451904297,4690900,0.0,0
2019-10-31,102.09783421284645,102.53844285118149,101.6219760766661,102.34457397460938,7177700,0.0,0
2019-11-01,101.7717649582026,102.76754462278333,100.47637469507227,102.40624237060547,7684700,0.0,0
2019-11-04,103.30509811224505,107.39394549314073,103.12003657885735,107.12957763671875,10348800,0.0,0
2019-11-05,106.8299564516667,107.90503571110612,106.38053382941911,107.45561981201172,6971200,0.0,0
2019-11-06,107.45562762208205,107.63186837298896,105.56982335013247,105.65794372558594,6104700,0.0,0
2019-11-07,106.74184071032396,107.50850212119578,106.02805690502692,107.41156768798828,5440700,0.0,0
2019-11-08,106.60083939745981,106.80351557639744,105.88705565946965,106.56558990478516,4249800,0.0,0
2019-11-11,105.92230347321303,106.97095407997446,105.75487677897686,106.45984649658203,3870800,0.0,0
2019-11-12,106.88284433058243,107.55257134356353,106.16906048764534,106.592041015625,4503600,0.0,0
2019-11-13,106.15141879470116,107.86979629881473,106.07211247703533,107.75523376464844,5076400,0.0,0
2019-11-14,107.3763245332359,108.33685486724804,106.97977944535327,107.47325897216797,4882800,0.0,0
2019-11-15,107.87370294772698,108.02498435173453,106.88591318607823,107.35755920410156,5589600,1.19,0
2019-11-18,106.62784331856791,106.78802562858678,105.13281068819171,105.49767303466797,4885300,0.0,0
2019-11-19,105.45318162466994,105.72015442049248,103.29962460828885,103.6288833618164,8723000,0.0,0
2019-11-20,103.59327496562548,105.07940651845828,103.33520311924269,104.4208755493164,5903100,0.0,0
2019-11-21,104.6611701562819,105.85363324616323,104.29630779064944,105.69345092773438,5810900,0.0,0
2019-11-22,105.95152028940917,106.52105589925306,105.54216699417137,105.56886291503906,4786800,0.0,0
2019-11-25,105.39087986641246,106.0939018318617,104.99042749631843,105.34638214111328,7390000,0.0,0
2019-11-26,105.31079115607848,105.50657029520737,104.29630542550149,104.82135009765625,10053100,0.0,0
2019-11-27,104.99931722251378,105.55105776193103,104.6700585108965,105.07051086425781,4106100,0.0,0
2019-11-29,104.36749517797625,104.84804210442584,104.01153373733953,104.2340087890625,3271000,0.0,0
2019-12-02,104.99042826858813,105.07051602743617,103.86915211891764,103.94034576416016,5195200,0.0,0
2019-12-03,103.40640584401383,103.85135596690444,102.96145572112324,103.13053894042969,6135800,0.0,0
2019-12-04,103.79794577576644,104.38528309306683,103.61106757191601,104.0649185180664,5706700,0.0,0
2019-12-05,104.67006683068503,104.77685051238952,103.39750923830734,103.5220947265625,5517500,0.0,0
2019-12-06,104.19840704967305,106.15619148610105,104.10052427778112,105.01712036132812,6735300,0.0,0
2019-12-09,103.69117180020197,104.91033755934413,103.61998494175421,104.38529968261719,4736100,0.0,0
2019-12-10,105.03492484663523,105.08831668873513,104.16282640846984,104.91033935546875,4886800,0.0,0
2019-12-11,104.19841341104222,104.70566305382873,103.34411001530684,103.43310546875,7039600,0.0,0
2019-12-12,103.75346249556658,105.80023569966427,103.75346249556658,105.72904205322266,6462000,0.0,0
2019-12-13,105.94262817114846,106.37867739546829,104.91924151907526,104.9726333618164,4863400,0.0,0
2019-12-16,105.77354808886606,106.31638780417765,105.55107301830887,106.21849822998047,5619300,0.0,0
2019-12-17,106.42315931171558,106.69013208158685,105.30188997281519,105.54216003417969,6755500,0.0,0
2019-12-18,105.61335761824833,106.46766100854904,105.47097032516496,105.49767303466797,7496700,0.0,0
2019-12-19,105.5154749180367,105.66675633473257,104.88364654001256,105.12391662597656,6220300,0.0,0
2019-12-20,106.25407916661169,106.73462606188161,105.08830535443121,106.50325012207031,12171100,0.0,0
2019-12-23,106.17398596160105,107.14398066689628,106.03160546642893,107.0816879272461,5875000,0.0,0
2019-12-24,107.17068598260846,107.48214970816998,106.868116371063,107.09059143066406,1640100,0.0,0
2019-12-26,107.38426082412315,108.05168600718592,107.09059211411952,107.32196807861328,3648600,0.0,0
2019-12-27,107.5800381815735,107.93599963118886,107.00160167462352,107.05500030517578,4138300,0.0,0
2019-12-30,107.1795856808678,107.98049045490609,106.61894419176107,106.654541015625,4580200,0.0,0
2019-12-31,106.34308115982748,107.34866601029283,106.12060609463956,107.24188232421875,4215700,0.0,0
2020-01-02,107.50883684566006,108.23855470995842,107.4732400243041,108.06057739257812,5205000,0.0,0
2020-01-03,108.37204880228138,109.20855719015681,107.44655174938514,107.68682861328125,6360900,0.0,0
2020-01-06,107.89150369167486,108.27416106820684,107.08169800004671,107.32196807861328,9953000,0.0,0
2020-01-07,105.91592600200558,106.54776116154106,104.80355067654197,105.95152282714844,7856900,0.0,0
2020-01-08,105.4976850424132,105.97822523776507,104.69677340115908,104.74126434326172,7295900,0.0,0
2020-01-09,104.64336856268487,104.93703727863745,103.38861272359689,104.57218170166016,7345300,0.0,0
2020-01-10,104.58106689959398,104.7323550911985,103.58438303622088,103.61997985839844,6393800,0.0,0
2020-01-13,103.64667454548149,104.03823279537995,103.29961402012586,103.81575775146484,6846700,0.0,0
2020-01-14,103.67338444786998,104.01154411604796,102.97036239954693,103.49540710449219,7189100,0.0,0
2020-01-15,103.49539677665749,103.59328634256698,102.91696028430133,103.34410858154297,5808800,0.0,0
2020-01-16,103.72675522178271,104.36748439082473,103.62886566599023,104.02042388916016,7022000,0.0,0
2020-01-17,104.12722523250952,104.37639620442975,102.80126903430575,102.85466766357422,7885900,0.0,0
2020-01-21,102.42750923210508,102.47200695680928,100.71000161527566,100.83458709716797,8470300,0.0,0
2020-01-22,100.64770387367497,101.03036120316048,100.07816833063598,100.4697265625,5589900,0.0,0
2020-01-23,100.02478527433357,100.99477324735167,99.54423834470448,100.64771270751953,8007800,0.0,0
2020-01-24,100.3718554376876,100.54093866693519,99.08149593179897,99.53534698486328,6920000,0.0,0
2020-01-27,98.11149849768864,98.62764225076056,97.8712284274792,98.236083984375,7609800,0.0,0
2020-01-28,98.76112618633155,99.33066176543005,98.57424117154642,98.88571166992188,5771900,0.0,0
2020-01-29,99.17938704260219,99.52644762108102,98.04921663385839,98.21829986572266,4772800,0.0,0
2020-01-30,97.7199427889132,99.29507000944449,97.05251761159656,99.1348876953125,8382700,0.0,0
2020-01-31,97.71993438535173,97.8890175883394,94.6853783706009,95.34390258789062,13699600,0.0,0
2020-02-03,95.17483724139223,95.44181005520903,93.79549580840724,94.57860565185547,8785500,0.0,0
2020-02-04,95.82445713900583,96.41178776093709,94.86336326013654,95.0858383178711,9909000,0.0,0
2020-02-05,96.34948995194587,98.46745673546853,96.20710945296764,98.13819122314453,6914100,0.0,0
2020-02-06,98.4496664495634,98.48526327582312,97.09702099869567,97.4351806640625,6274000,0.0,0
2020-02-07,96.93683884216338,97.39068989100602,96.52748552357215,96.94573974609375,4830100,0.0,0
2020-02-10,96.58975804932777,97.71103408077772,96.39397894025248,97.70213317871094,6011800,0.0,0
2020-02-11,98.58314767824653,99.1081923512791,97.94241841798987,98.96580505371094,6072700,0.0,0
2020-02-12,100.12267618901247,100.2027639503291,99.32176462884662,99.70442199707031,5725700,0.0,0
2020-02-13,99.10819245819106,99.9624958763215,98.98360696738453,99.36626434326172,5991900,0.0,0
2020-02-14,99.78940294510109,99.90644652200865,98.65502813722063,99.10517883300781,5148700,1.29,0
2020-02-18,98.13284247480013,99.27622211257591,97.97979290109265,99.24921417236328,4975800,0.0,0
2020-02-19,99.5013039383892,100.02348037911943,98.93411655061593,99.69937133789062,5887500,0.0,0
