Date,Open,Close,Volume,days,Buy_Sell
2010-09-17,79.419998,78.459999,12326500,256,1
2010-09-20,78.540001,79.900002,7730700,259,0
2010-09-21,80.040001,79.75,8598700,260,0
2010-09-22,79.93,79.25,6776600,261,0
2010-09-23,78.519997,78.540001,6802000,262,1
2010-09-24,79.260002,80.120003,8256000,263,0
2010-09-27,80.300003,80.080002,8380700,266,1
2010-09-28,80.449997,80.879997,7826200,267,1
2010-09-29,80.739998,81.279999,8851100,268,0
2010-09-30,81.690002,81.050003,10120300,269,1
2010-10-01,81.889999,81.949997,9570600,270,0
2010-10-04,81.889999,81.309998,7602500,273,1
2010-10-05,82.18,83.389999,11597600,274,1
2010-10-06,83.290001,83.889999,8650300,275,0
2010-10-07,84.419998,83.519997,7714000,276,1
2010-10-08,83.470001,83.940002,6879000,277,0
2010-10-11,83.849998,83.709999,4790700,280,1
2010-10-12,83.360001,83.839996,8528900,281,0
2010-10-13,83.449997,83.669998,11647800,282,1
2010-10-14,83.650002,83.900002,6718600,283,0
2010-10-15,84.389999,83.610001,9502500,284,1
2010-10-18,83.480003,84.480003,7800200,287,0
2010-10-19,83.379997,82.790001,9455500,288,1
2010-10-20,83.139999,84.019997,8835000,289,1
2010-10-21,84.510002,84.25,9521400,290,1
2010-10-22,84.790001,84.550003,5555000,291,1
2010-10-25,85.129997,84.870003,6757400,294,1
2010-10-26,84.650002,85.150002,5968600,295,0
2010-10-27,84.639999,84.309998,9557300,296,1
2010-10-28,85.269997,84.440002,8519800,297,0
2010-10-29,82.889999,82.599998,12463000,298,0
2010-11-01,83.150002,81.449997,12781900,301,1
2010-11-02,82.360001,82.150002,9528800,302,1
2010-11-03,82.660004,82.699997,10036500,303,1
2010-11-04,84.160004,85.139999,16295400,304,0
2010-11-05,84.709999,84.980003,14513200,305,0
2010-11-08,84.620003,84.800003,11799200,308,0
2010-11-09,83.910004,83.559998,13597200,309,1
2010-11-10,83.779999,85.169998,11795500,310,1
2010-11-11,85.0,86.089996,11297200,311,0
2010-11-12,85.459999,85.440002,10571300,312,0
2010-11-15,85.739998,84.860001,9252400,315,0
2010-11-16,83.550003,82.480003,12360200,316,0
2010-11-17,82.410004,82.459999,7847300,317,1
2010-11-18,83.040001,83.82,7590000,318,1
2010-11-19,83.690002,83.940002,8130900,319,0
2010-11-22,83.470001,83.449997,6791900,322,0
2010-11-23,82.470001,81.75,9507700,323,1
2010-11-24,82.150002,82.93,8042600,324,0
2010-11-26,82.440002,82.050003,2789700,326,0
2010-11-29,81.300003,81.690002,9070100,329,0
2010-11-30,80.639999,80.970001,10366000,330,1
2010-12-01,82.150002,82.699997,10629600,331,1
2010-12-02,82.699997,84.5,10799500,332,1
2010-12-03,84.489998,84.889999,6724000,333,1
2010-12-06,84.790001,84.949997,5184200,336,1
2010-12-07,85.919998,86.300003,12560600,337,0
2010-12-08,86.510002,86.139999,6918300,338,1
2010-12-09,86.790001,86.650002,8076700,339,1
2010-12-10,86.959999,87.029999,7406700,340,1
2010-12-13,87.720001,88.370003,9910500,343,1
2010-12-14,88.580002,88.379997,7331300,344,0
2010-12-15,88.019997,88.010002,7608700,345,1
2010-12-16,88.080002,89.059998,7796700,346,0
2010-12-17,88.849998,88.489998,10832800,347,1
2010-12-20,88.959999,88.800003,8029800,350,1
2010-12-21,89.339996,89.230003,5962500,351,1
2010-12-22,89.620003,89.919998,4262400,352,1
2010-12-23,89.889999,90.68,5095600,353,0
2010-12-27,90.489998,90.120003,3138200,357,1
2010-12-28,90.32,91.190002,5058100,358,1
2010-12-29,91.540001,91.370003,5301000,359,1
2010-12-30,91.32,91.599998,4156500,360,0
2010-12-31,91.580002,91.25,5152900,361,1
2011-01-03,91.660004,91.940002,7802300,364,0
2011-01-04,92.279999,91.599998,8513900,365,0
2011-01-05,90.919998,91.440002,6659500,366,0
2011-01-06,91.760002,90.690002,6220800,367,1
2011-01-07,90.980003,91.190002,6346300,368,0
2011-01-10,90.949997,90.410004,6848700,371,1
2011-01-11,90.870003,91.830002,7838900,372,1
2011-01-12,92.360001,92.449997,7845400,373,0
2011-01-13,92.010002,92.18,5721900,374,1
2011-01-14,92.120003,92.830002,5557900,375,1
2011-01-18,92.940002,93.349998,7733200,379,0
2011-01-19,93.629997,92.970001,6069900,380,0
2011-01-20,92.139999,92.709999,6513500,381,1
2011-01-21,93.370003,93.779999,7427500,382,1
2011-01-24,93.889999,94.099998,7282800,385,0
2011-01-25,93.779999,94.080002,7423200,386,1
2011-01-26,94.379997,94.639999,8832600,387,1
2011-01-27,94.559998,94.75,6301100,388,0
2011-01-28,94.489998,93.370003,12444700,389,1
2011-01-31,93.849998,94.93,11167900,392,1
2011-02-01,95.629997,96.220001,9948200,393,1
2011-02-02,95.370003,96.480003,6607800,394,1
2011-02-03,96.57,97.309998,10500300,395,0
2011-02-04,96.93,97.110001,10529700,396,1
2011-02-07,97.279999,97.660004,10256500,399,1
2011-02-08,97.870003,97.739998,5710500,400,0
2011-02-09,97.25,96.239998,8242700,401,1
2011-02-10,95.879997,96.699997,7286200,402,0
2011-02-11,96.089996,96.449997,7324900,403,1
2011-02-14,95.5,96.949997,6994000,406,0
2011-02-15,96.580002,96.339996,7626700,407,1
2011-02-16,96.720001,96.660004,6786600,408,1
2011-02-17,96.559998,97.169998,6616600,409,1
2011-02-18,97.410004,98.720001,8860500,410,1
2011-02-22,99.230003,100.32,15723400,414,1
2011-02-23,100.529999,102.269997,17174700,415,0
2011-02-24,103.089996,102.029999,16467900,416,1
2011-02-25,101.709999,102.099998,8516400,417,1
2011-02-28,102.279999,103.75,10219700,420,0
2011-03-01,104.07,102.900002,12266900,421,1
2011-03-02,103.050003,103.470001,8335000,422,1
2011-03-03,103.839996,104.190002,7537800,423,0
2011-03-04,104.129997,103.75,9850500,424,0
2011-03-07,104.120003,103.010002,8222500,427,1
2011-03-08,103.410004,103.769997,8913900,428,0
2011-03-09,103.18,102.139999,7102000,429,0
2011-03-10,101.480003,99.080002,12553000,430,1
2011-03-11,98.099998,99.93,6872700,431,1
2011-03-14,99.160004,100.800003,7353600,434,1
2011-03-15,98.18,101.230003,12650100,435,0
2011-03-16,101.650002,99.510002,14795200,436,1
2011-03-17,100.879997,102.239998,9981500,437,1
2011-03-18,103.370003,102.800003,11366300,438,1
2011-03-21,103.860001,105.190002,8785300,441,1
2011-03-22,105.360001,105.230003,8008500,442,1
2011-03-23,104.730003,105.480003,6811800,443,0
2011-03-24,105.870003,105.379997,6996800,444,1
2011-03-25,105.720001,106.779999,8982900,445,0
2011-03-28,106.400002,106.040001,6023500,448,1
2011-03-29,106.040001,107.370003,6963200,449,1
2011-03-30,107.610001,108.010002,7907300,450,0
2011-03-31,109.309998,107.489998,8418500,451,1
2011-04-01,108.290001,108.32,6494000,452,0
2011-04-04,108.519997,108.230003,4764600,455,1
2011-04-05,108.25,109.330002,6541400,456,0
2011-04-06,109.830002,108.660004,6893000,457,1
2011-04-07,109.019997,108.940002,7011700,458,1
2011-04-08,109.349998,109.660004,6732900,459,0
2011-04-11,109.739998,107.779999,6599000,462,0
2011-04-12,106.470001,104.18,12803700,463,0
2011-04-13,104.82,103.809998,7241100,464,1
2011-04-14,103.32,104.879997,7084900,465,1
2011-04-15,105.519997,106.239998,8869500,466,0
2011-04-18,104.949997,104.5,7194800,469,1
2011-04-19,104.489998,105.400002,4993300,470,1
2011-04-20,107.709999,107.809998,6667800,471,1
2011-04-21,108.25,108.129997,4915500,472,0
2011-04-25,107.370003,107.419998,3995200,476,1
2011-04-26,107.849998,108.75,5300000,477,1
2011-04-27,109.110001,108.970001,5982600,478,0
2011-04-28,109.080002,108.809998,5941200,479,1
2011-04-29,108.480003,109.440002,6755500,480,0
2011-05-02,109.480003,108.18,6550800,483,0
2011-05-03,107.580002,106.169998,7955600,484,0
2011-05-04,106.019997,104.68,8892900,485,0
2011-05-05,103.360001,102.620003,11988500,486,1
2011-05-06,103.339996,102.879997,9536300,487,1
2011-05-09,103.25,104.089996,7117900,490,1
2011-05-10,104.32,104.360001,6430500,491,0
2011-05-11,103.269997,102.260002,10161700,492,1
2011-05-12,101.629997,102.760002,10425800,493,0
2011-05-13,103.449997,102.389999,8968000,494,0
2011-05-16,102.029999,101.650002,6759400,497,0
2011-05-17,100.309998,100.410004,8768800,498,1
2011-05-18,100.919998,102.860001,8193700,499,1
2011-05-19,103.690002,103.870003,7452400,500,0
2011-05-20,103.550003,102.57,8760900,501,0
2011-05-23,101.129997,101.370003,7487000,504,1
2011-05-24,101.849998,102.269997,6800500,505,1
2011-05-25,102.0,103.25,7949500,506,1
2011-05-26,102.989998,103.360001,6614300,507,0
2011-05-27,103.639999,103.209999,5796300,508,1
2011-05-31,104.610001,104.910004,8188400,512,0
2011-06-01,104.730003,102.489998,8196100,513,0
2011-06-02,102.349998,101.120003,8129200,514,0
2011-06-03,99.730003,101.0,7692200,515,0
2011-06-06,100.900002,99.68,6982200,518,0
2011-06-07,100.230003,99.470001,6835400,519,1
2011-06-08,99.510002,99.949997,6936200,520,1
2011-06-09,100.510002,101.230003,5734900,521,0
2011-06-10,100.940002,99.669998,9113900,522,0
2011-06-13,100.040001,98.93,7999300,525,1
2011-06-14,100.019997,100.599998,7353400,526,0
2011-06-15,99.199997,98.410004,9665600,527,1
2011-06-16,98.059998,99.43,7786300,528,0
2011-06-17,100.230003,99.169998,12029500,529,1
2011-06-20,98.879997,99.910004,6427200,532,1
2011-06-21,100.540001,101.589996,8499500,533,0
2011-06-22,101.269997,101.07,6592500,534,0
2011-06-23,98.900002,99.360001,13058800,535,0
2011-06-24,99.540001,97.900002,8032400,536,1
2011-06-27,97.940002,98.900002,7130200,539,1
2011-06-28,99.529999,100.349998,6113800,540,1
2011-06-29,100.690002,101.279999,7637700,541,1
2011-06-30,101.790001,102.839996,7697700,542,1
2011-07-01,102.709999,104.089996,6579700,543,1
2011-07-05,104.110001,105.120003,7392200,547,0
2011-07-06,104.82,105.080002,6196300,548,1
2011-07-07,106.080002,106.589996,7878100,549,0
2011-07-08,105.449997,105.889999,6334900,550,0
2011-07-11,104.43,104.410004,6975400,553,0
2011-07-12,103.989998,104.389999,9158300,554,1
2011-07-13,104.739998,105.089996,6871100,555,0
2011-07-14,105.699997,104.669998,7279600,556,1
2011-07-15,105.68,106.190002,10160500,557,1
2011-07-18,105.580002,106.230003,6951000,560,1
2011-07-19,106.489998,107.480003,6987600,561,0
2011-07-20,107.510002,107.099998,5044900,562,1
2011-07-21,107.879997,109.43,8319200,563,0
2011-07-22,109.389999,108.970001,5413700,564,0
2011-07-25,107.550003,108.099998,6284400,567,0
2011-07-26,107.910004,107.57,4864800,568,0
2011-07-27,106.970001,105.629997,7412700,569,0
2011-07-28,105.150002,105.029999,6655300,570,0
2011-07-29,103.720001,104.019997,9697600,571,1
2011-08-01,106.080002,105.379997,9309400,574,0
2011-08-02,104.720001,103.449997,10396300,575,0
2011-08-03,103.529999,102.760002,12027400,576,0
2011-08-04,100.779999,96.839996,20541200,577,1
2011-08-05,98.029999,97.610001,17596200,578,0
2011-08-08,94.279999,90.25,23079600,581,1
2011-08-09,91.599998,93.400002,21012700,582,0
2011-08-10,92.709999,90.57,18069500,583,1
2011-08-11,92.07,94.07,30717300,584,1
2011-08-12,95.639999,95.860001,13364100,585,1
2011-08-15,97.0,99.099998,11857000,588,0
2011-08-16,97.989998,98.139999,9842900,589,0
2011-08-17,98.410004,97.68,8594800,590,0
2011-08-18,95.139999,93.239998,15083800,591,1
2011-08-19,92.089996,93.290001,13452700,592,1
2011-08-22,96.550003,93.300003,10071000,595,1
2011-08-23,93.919998,97.330002,12301000,596,1
2011-08-24,96.830002,97.589996,7642500,597,0
2011-08-25,98.050003,95.959999,9812400,598,1
2011-08-26,94.68,96.849998,9216600,599,1
2011-08-29,98.279999,98.739998,9724900,602,0
2011-08-30,97.970001,98.400002,9202500,603,1
2011-08-31,98.849998,98.839996,11242000,604,0
2011-09-01,99.010002,98.519997,10121400,605,0
2011-09-02,96.309998,96.410004,8976700,606,0
2011-09-06,93.580002,95.610001,10276800,610,1
2011-09-07,98.269997,99.290001,10572800,611,0
2011-09-08,98.889999,98.410004,9603600,612,0
2011-09-09,97.010002,95.190002,13346600,613,1
2011-09-12,93.940002,95.910004,13616300,616,1
2011-09-13,96.760002,95.93,11453800,617,1
2011-09-14,96.309998,97.309998,11325600,618,1
2011-09-15,98.720001,99.260002,9241200,619,1
2011-09-16,100.0,99.629997,13862000,620,0
2011-09-19,97.190002,98.709999,8522500,623,0
2011-09-20,99.279999,97.790001,8660500,624,0
2011-09-21,97.209999,94.269997,9267200,625,0
2011-09-22,90.910004,90.169998,16685800,626,0
2011-09-23,90.129997,90.010002,12228200,627,1
2011-09-26,90.650002,91.489998,11899200,630,1
2011-09-27,94.160004,93.540001,11079800,631,0
2011-09-28,93.989998,91.739998,10338300,632,1
2011-09-29,94.190002,94.389999,10104100,633,0
2011-09-30,92.959999,92.589996,11918800,634,0
2011-10-03,91.93,89.879997,11384300,637,1
2011-10-04,88.720001,91.480003,15398100,638,1
2011-10-05,92.139999,94.660004,13057500,639,0
2011-10-06,93.379997,94.610001,10169500,640,0
2011-10-07,95.669998,94.400002,10534600,641,1
2011-10-10,96.129997,98.199997,7490300,644,0
2011-10-11,97.209999,97.599998,7613500,645,1
2011-10-12,98.110001,97.779999,8868800,646,1
2011-10-13,96.620003,97.790001,6507900,647,1
2011-10-14,98.970001,100.470001,7365100,648,0
2011-10-17,99.910004,98.610001,6576400,651,1
2011-10-18,99.029999,102.949997,12165700,652,0
2011-10-19,102.690002,102.239998,8651800,653,1
2011-10-20,102.68,103.389999,8710100,654,1
2011-10-21,104.5,105.529999,10884100,655,1
2011-10-24,105.5,106.269997,7911500,658,0
2011-10-25,106.620003,104.5,8452200,659,1
2011-10-26,106.080002,106.769997,9959400,660,1
2011-10-27,107.839996,108.970001,14393600,661,1
2011-10-28,108.849998,109.639999,10341300,662,0
2011-10-31,107.720001,105.050003,11457800,665,0
2011-11-01,101.470001,102.080002,15213300,666,1
2011-11-02,103.959999,104.540001,8393400,667,1
2011-11-03,105.839996,106.129997,9276200,668,1
2011-11-04,105.75,106.43,8402700,669,1
2011-11-07,106.650002,107.720001,7821800,672,1
2011-11-08,108.269997,108.860001,7761400,673,0
2011-11-09,105.800003,104.279999,12062000,674,1
2011-11-10,105.32,105.5,10025200,675,1
2011-11-11,106.690002,107.050003,6352600,676,0
2011-11-14,106.199997,106.169998,5531200,679,0
2011-11-15,106.230003,103.269997,24328000,680,0
2011-11-16,102.510002,101.050003,12581000,681,0
2011-11-17,100.75,100.080002,11794300,682,0
2011-11-18,100.519997,97.879997,13668700,683,0
2011-11-21,96.919998,95.660004,15021100,686,1
2011-11-22,95.68,96.419998,8939500,687,0
2011-11-23,95.419998,93.75,11665200,688,0
2011-11-25,94.029999,92.290001,5257300,690,1
2011-11-28,96.029999,95.769997,8403100,693,1
2011-11-29,95.959999,97.389999,8845100,694,1
2011-11-30,100.5,102.82,13373200,695,0
2011-12-01,102.82,101.830002,7007200,696,0
2011-12-02,103.040001,101.690002,6638100,697,1
2011-12-05,103.580002,102.82,6121800,700,1
2011-12-06,103.099998,104.360001,7445000,701,1
2011-12-07,104.220001,104.519997,10323300,702,0
2011-12-08,104.0,102.25,7720100,703,1
2011-12-09,102.739998,104.25,6624100,704,0
2011-12-12,104.019997,103.07,7595800,707,1
2011-12-13,104.220001,103.620003,8990000,708,0
2011-12-14,102.75,100.529999,15512100,709,0
2011-12-15,101.230003,99.669998,9667000,710,1
2011-12-16,100.32,100.860001,14709700,711,0
2011-12-19,101.160004,99.720001,5977400,714,1
2011-12-20,101.940002,103.669998,7278600,715,1
2011-12-21,103.68,105.43,8156600,716,1
2011-12-22,105.510002,106.309998,7483800,717,1
2011-12-23,106.629997,107.5,3779400,718,1
2011-12-27,107.260002,107.980003,4136200,722,0
2011-12-28,107.860001,105.959999,5307900,723,1
2011-12-29,106.379997,107.470001,4468500,724,0
2011-12-30,106.790001,106.400002,5009400,725,1
2012-01-03,108.739998,110.370003,11518700,729,0
2012-01-04,109.830002,110.18,8019100,730,0
2012-01-05,109.389999,109.099998,7184900,731,0
2012-01-06,109.410004,108.309998,8214900,732,1
2012-01-09,108.239998,109.489998,7118800,735,0
2012-01-10,110.120003,109.059998,7641800,736,0
2012-01-11,108.510002,107.769997,7802500,737,0
2012-01-12,104.519997,104.970001,11897200,738,1
2012-01-13,104.620003,106.089996,8266900,739,1
2012-01-17,107.269997,106.720001,6925300,743,1
2012-01-18,106.0,106.830002,6581400,744,1
2012-01-19,107.209999,106.93,5666100,745,0
2012-01-20,106.949997,106.889999,7284600,746,1
2012-01-23,106.989998,107.010002,6506700,749,0
2012-01-24,106.449997,106.720001,5041400,750,1
2012-01-25,106.370003,107.730003,8020700,751,0
2012-01-26,108.029999,106.589996,7000400,752,0
2012-01-27,104.389999,103.959999,10581500,753,0
2012-01-30,103.400002,103.410004,7615700,756,0
2012-01-31,104.610001,103.120003,8320100,757,0
2012-02-01,104.419998,102.790001,7824500,758,1
2012-02-02,103.029999,103.690002,5897200,759,1
2012-02-03,104.910004,105.5,6818600,760,1
2012-02-06,104.620003,106.669998,6443600,763,1
2012-02-07,106.019997,106.830002,6034700,764,0
2012-02-08,107.269997,106.760002,5383700,765,0
2012-02-09,107.18,106.370003,4751400,766,0
2012-02-10,105.190002,105.279999,6136800,767,1
2012-02-13,106.160004,106.379997,4695500,770,1
2012-02-14,106.25,106.489998,5974800,771,0
2012-02-15,106.239998,105.0,6553800,772,1
2012-02-16,105.519997,106.519997,5733900,773,1
2012-02-17,107.019997,106.660004,5666500,774,1
2012-02-21,107.510002,108.410004,7149000,778,0
2012-02-22,108.160004,107.5,7150000,779,1
2012-02-23,107.540001,108.349998,5504800,780,1
2012-02-24,108.800003,109.080002,5833300,781,1
2012-02-27,108.290001,109.629997,7723400,784,0
2012-02-28,109.68,109.610001,9132500,785,0
2012-02-29,110.400002,109.120003,10572800,786,1
2012-03-01,109.169998,109.760002,5980100,787,0
2012-03-02,109.5,109.610001,5377100,788,0
2012-03-05,109.139999,109.32,5941500,791,0
2012-03-06,108.139999,108.849998,7480800,792,1
2012-03-07,109.0,109.459999,6867900,793,1
2012-03-08,109.800003,110.029999,5505400,794,0
2012-03-09,109.889999,109.57,5704200,795,1
2012-03-12,109.650002,110.0,5324700,798,1
2012-03-13,110.220001,111.190002,7331000,799,0
2012-03-14,111.050003,110.690002,8819400,800,0
2012-03-15,110.510002,110.029999,8899400,801,1
2012-03-16,110.43,110.279999,11092500,802,1
2012-03-19,110.519997,110.699997,5695000,805,0
2012-03-20,109.93,109.080002,6158300,806,0
2012-03-21,108.949997,107.910004,7549900,807,0
2012-03-22,106.849998,105.349998,8282100,808,1
2012-03-23,105.68,106.360001,6600300,809,1
2012-03-26,107.230003,107.839996,5311100,812,0
2012-03-27,107.879997,107.040001,4327700,813,0
2012-03-28,106.57,105.889999,6816400,814,1
2012-03-29,105.080002,106.849998,5793900,815,1
2012-03-30,107.040001,107.209999,6121000,816,1
2012-04-02,106.849998,108.300003,5188400,819,0
2012-04-03,107.93,107.139999,4690300,820,0
2012-04-04,106.25,105.599998,5430600,821,0
2012-04-05,105.169998,104.75,5982700,822,0
2012-04-09,103.300003,103.489998,4983400,826,0
2012-04-10,103.25,101.449997,8907500,827,0
2012-04-11,102.309998,100.949997,8570100,828,1
2012-04-12,100.889999,102.589996,6451900,829,0
2012-04-13,102.290001,100.779999,6847100,830,1
2012-04-16,101.620003,101.510002,6065100,833,1
2012-04-17,102.459999,103.620003,5500900,834,0
2012-04-18,103.419998,103.389999,4836200,835,0
2012-04-19,103.269997,102.510002,6768400,836,1
2012-04-20,103.110001,102.519997,5814700,837,0
2012-04-23,101.190002,102.440002,5590600,840,1
2012-04-24,102.769997,103.029999,4104400,841,1
2012-04-25,103.559998,103.849998,5308500,842,1
2012-04-26,104.0,106.220001,8535300,843,0
2012-04-27,106.779999,106.199997,5433500,844,1
2012-04-30,106.160004,106.559998,4727100,847,1
2012-05-01,106.739998,108.269997,6179900,848,0
2012-05-02,107.510002,107.029999,4834400,849,0
2012-05-03,107.040001,105.989998,4882800,850,0
2012-05-04,105.269997,103.720001,6241300,851,0
2012-05-07,103.080002,103.309998,6126900,854,0
2012-05-08,102.75,102.839996,8167200,855,0
2012-05-09,101.610001,101.779999,6115600,856,1
2012-05-10,102.830002,103.360001,21105400,857,0
2012-05-11,102.949997,102.690002,4944700,858,0
2012-05-14,101.739998,101.940002,7021400,861,0
2012-05-15,102.040001,100.900002,8421000,862,0
2012-05-16,100.769997,100.099998,6423800,863,1
2012-05-17,100.199997,100.139999,6527500,864,0
2012-05-18,100.480003,98.459999,11137700,865,1
2012-05-21,98.809998,99.690002,6169400,868,0
2012-05-22,99.93,99.32,6089700,869,0
2012-05-23,98.330002,99.0,8013000,870,1
2012-05-24,99.260002,100.059998,6322300,871,0
2012-05-25,100.040001,98.860001,5561500,872,1
2012-05-29,99.809998,100.239998,5223200,876,0
2012-05-30,99.110001,97.629997,7284800,877,1
2012-05-31,98.059998,98.309998,9371100,878,0
2012-06-01,96.650002,96.410004,9243000,879,1
2012-06-04,96.480003,96.580002,6794500,882,0
2012-06-05,96.389999,96.489998,5891600,883,1
2012-06-06,97.889999,99.800003,7145800,884,1
2012-06-07,100.980003,100.389999,7971600,885,1
2012-06-08,99.889999,100.839996,5769900,886,0
2012-06-11,101.989998,99.910004,7037100,889,1
2012-06-12,100.199997,100.739998,5933400,890,0
2012-06-13,100.68,100.129997,5189900,891,1
2012-06-14,100.169998,101.919998,6540000,892,1
2012-06-15,103.0,104.330002,11091100,893,0
2012-06-18,103.139999,103.459999,6630300,896,1
2012-06-19,103.989998,104.059998,6115500,897,0
2012-06-20,104.040001,103.629997,7609200,898,0
2012-06-21,103.459999,100.019997,8492000,899,1
2012-06-22,100.650002,100.440002,11708600,900,0
2012-06-25,99.339996,99.080002,7091000,903,1
2012-06-26,98.970001,100.949997,7616000,904,1
2012-06-27,101.459999,102.57,5740300,905,1
2012-06-28,101.849998,103.459999,7010200,906,1
2012-06-29,105.32,105.5,10651500,907,1
2012-07-02,105.589996,105.860001,5695600,910,1
2012-07-03,106.290001,107.370003,4079900,911,0
2012-07-05,106.269997,106.029999,5045600,913,0
2012-07-06,104.989998,105.07,4609000,914,0
2012-07-09,104.970001,104.459999,5233300,917,0
2012-07-10,104.870003,103.879997,6424200,918,1
2012-07-11,104.309998,104.849998,5931000,919,1
2012-07-12,104.309998,105.029999,7871500,920,1
2012-07-13,105.339996,106.010002,6771800,921,1
2012-07-16,105.709999,106.779999,5185100,924,1
2012-07-17,106.989998,107.43,6668200,925,1
2012-07-18,106.790001,107.879997,5519300,926,1
2012-07-19,107.919998,108.839996,6829400,927,1
2012-07-20,108.160004,109.190002,9368100,928,0
2012-07-23,107.25,107.949997,5953200,931,0
2012-07-24,108.160004,106.300003,6654900,932,0
2012-07-25,106.519997,106.059998,5476400,933,1
2012-07-26,107.589996,108.269997,6808200,934,1
2012-07-27,109.379997,109.260002,8338800,935,1
2012-07-30,108.870003,109.82,5789900,938,0
2012-07-31,109.550003,109.580002,10012500,939,1
2012-08-01,109.720001,110.5,8363800,940,0
2012-08-02,109.459999,109.25,6662200,941,1
2012-08-03,111.139999,111.120003,5967600,942,1
2012-08-06,110.75,111.309998,5201900,945,1
2012-08-07,111.599998,111.949997,5453300,946,1
2012-08-08,111.5,112.139999,5443400,947,1
2012-08-09,112.260002,112.629997,4846700,948,1
2012-08-10,111.959999,113.550003,5107600,949,0
2012-08-13,113.32,113.279999,4336100,952,1
2012-08-14,113.699997,113.32,6286100,953,0
2012-08-15,112.129997,112.57,4539900,954,1
2012-08-16,112.720001,113.32,5394600,955,0
2012-08-17,113.309998,112.660004,5642600,956,0
2012-08-20,112.690002,112.519997,3908100,959,0
2012-08-21,112.809998,111.980003,4647100,960,1
2012-08-22,111.900002,112.150002,4445400,961,0
2012-08-23,112.080002,111.290001,4191500,962,1
2012-08-24,110.769997,112.010002,3453300,963,0
2012-08-27,112.18,111.730003,3388800,966,1
2012-08-28,111.839996,112.349998,3340900,967,0
2012-08-29,112.330002,111.800003,3296300,968,0
2012-08-30,111.489998,110.93,3523200,969,1
2012-08-31,111.669998,112.160004,5557000,970,0
2012-09-04,112.029999,111.220001,4632400,974,0
2012-09-05,111.599998,110.769997,4441200,975,1
2012-09-06,111.57,113.029999,5531500,976,1
2012-09-07,112.970001,114.0,5057300,977,0
2012-09-10,114.199997,113.959999,5212400,980,1
2012-09-11,114.07,114.18,4758800,981,1
2012-09-12,114.230003,114.480003,4420700,982,1
2012-09-13,114.730003,116.559998,7737700,983,1
2012-09-14,116.93,117.25,8978300,984,0
2012-09-17,117.169998,117.139999,7409700,987,0
2012-09-18,116.989998,116.970001,5100100,988,0
2012-09-19,117.089996,116.599998,5978000,989,1
2012-09-20,116.139999,117.849998,7286200,990,0
2012-09-21,118.529999,117.800003,10280700,991,0
2012-09-24,117.550003,117.779999,6808800,994,0
2012-09-25,118.18,116.93,7565400,995,0
2012-09-26,116.82,116.300003,5586700,996,1
2012-09-27,116.779999,117.199997,5482200,997,0
2012-09-28,116.879997,116.559998,5626800,998,1
2012-10-01,116.919998,117.25,4914900,1001,1
2012-10-02,117.650002,117.959999,6012400,1002,0
2012-10-03,117.650002,116.139999,7362500,1003,1
2012-10-04,116.639999,117.150002,5425700,1004,1
2012-10-05,117.419998,117.5,4507900,1005,1
2012-10-08,117.190002,117.620003,3434900,1008,0
2012-10-09,117.519997,117.360001,5983500,1009,0
2012-10-10,114.639999,112.449997,15959000,1010,1
2012-10-11,113.370003,113.059998,7279900,1011,0
2012-10-12,113.080002,112.07,5915800,1012,1
2012-10-15,112.160004,112.82,5775100,1015,1
2012-10-16,113.480003,114.089996,4793300,1016,1
2012-10-17,114.360001,115.18,5218200,1017,0
2012-10-18,114.550003,114.650002,6166900,1018,0
2012-10-19,114.900002,113.379997,7160000,1019,0
2012-10-22,113.610001,112.739998,4811900,1022,0
2012-10-23,111.580002,109.379997,8011000,1023,1
2012-10-24,109.419998,109.709999,5087900,1024,1
2012-10-25,110.629997,110.959999,4888600,1025,1
2012-10-26,110.669998,111.18,4777600,1026,0
2012-10-31,111.93,110.239998,5958500,1031,1
2012-11-01,110.019997,111.459999,6480500,1032,0
2012-11-02,110.699997,108.370003,8375300,1033,1
2012-11-05,107.739998,109.190002,4058300,1036,1
2012-11-06,109.650002,110.360001,5379400,1037,0
2012-11-07,109.239998,107.510002,7627300,1038,0
2012-11-08,107.230003,105.870003,6208900,1039,0
2012-11-09,105.260002,105.839996,5835100,1040,1
2012-11-12,106.449997,105.93,4001800,1043,0
2012-11-13,105.370003,105.279999,4834200,1044,0
2012-11-14,104.989998,102.5,8609400,1045,0
2012-11-15,101.989998,101.620003,9774300,1046,1
2012-11-16,101.559998,102.400002,8242400,1047,1
2012-11-19,103.669998,104.349998,6850900,1050,0
2012-11-20,104.010002,103.559998,5283800,1051,1
2012-11-21,103.949997,104.099998,3656400,1052,1
2012-11-23,104.870003,105.470001,2776400,1054,0
2012-11-26,104.75,104.989998,4354100,1057,0
2012-11-27,105.0,103.379997,6612400,1058,1
2012-11-28,102.980003,105.580002,7024200,1059,1
2012-11-29,105.889999,105.790001,5756200,1060,0
2012-11-30,106.099998,105.690002,6676400,1061,0
2012-12-03,106.0,104.660004,5736400,1064,0
2012-12-04,104.400002,103.959999,6665100,1065,1
2012-12-05,104.379997,105.169998,6430800,1066,1
2012-12-06,105.489998,106.449997,7392300,1067,1
2012-12-07,106.730003,106.989998,4947300,1068,0
2012-12-10,107.099998,106.959999,5512100,1071,1
2012-12-11,107.290001,107.739998,5922700,1072,1
